mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Tacstd2,ENSMUSG00000051397.5,ENSMUSG00000051397,1249.142448,0.294439168,0.304450935,0.967115336,0.33348638,0.78409382,6,-1,67534062,67535796,protein_coding,1184.184336,1358.508371,1104.253851,1668.98461,888.0517694,1277.338245,0.105631969113377,6,TRUE,1 - high confidence,Tumor-associated calcium signal transducer 2,no
Tapbpl,ENSMUSG00000038213.7,ENSMUSG00000038213,1725.033752,-1.027319265,0.402364835,-2.553203399,0.010673714,0.193469637,6,-1,125223933,125231860,protein_coding,3195.694763,1388.895982,729.0103385,1292.611269,1840.628194,1867.847811,0.713387183193075,6,TRUE,1 - high confidence,Tapasin-related protein,no
Tbxa2r,ENSMUSG00000034881.8,ENSMUSG00000034881,92.44351388,-2.573884664,0.724483177,-3.55271833,0.000381272,0.03129981,10,1,81328731,81335172,protein_coding,229.0654671,34.54423464,16.8276293,29.24048281,135.1520048,112.8073353,1.50445829875394,6,TRUE,1 - high confidence,Thromboxane A2 receptor,no
Tctn1,ENSMUSG00000038593.18,ENSMUSG00000038593,144.9543666,-0.787742626,1.204861031,-0.653803722,0.513238268,0.885282721,5,-1,122237848,122264460,protein_coding,274.3365683,48.20616477,10.13310632,245.3552807,177.5191358,67.06627937,0.0529180122827906,6,TRUE,1 - high confidence,Tectonic-1,no
Tctn3,ENSMUSG00000025008.15,ENSMUSG00000025008,604.7030009,-1.199672371,0.481668519,-2.490659703,0.012750618,0.211561367,19,-1,40596446,40612233,protein_coding,789.0149117,394.139728,443.8718034,276.9076057,504.1547767,1255.084463,0.674563635457937,6,TRUE,1 - high confidence,Tectonic-3,no
Tek,ENSMUSG00000006386.15,ENSMUSG00000006386,1930.069337,0.70883933,0.581924089,1.21809587,0.223187543,0.688832373,4,1,94739289,94874976,protein_coding,1443.647206,4563.443755,1693.512503,960.8075871,1209.516759,1735.672866,0.161886450571703,6,TRUE,1 - high confidence,Angiopoietin-1 receptor,CD202b
Tfpi,ENSMUSG00000027082.15,ENSMUSG00000027082,957.2335726,0.611687802,0.397974901,1.537000952,0.124293076,0.549135113,2,-1,84432855,84476775,protein_coding,563.181831,733.0781463,1266.413006,1363.985087,688.0958313,938.6925149,0.260320785584756,6,TRUE,1 - high confidence,Tissue factor pathway inhibitor,no
Tfrc,ENSMUSG00000022797.16,ENSMUSG00000022797,5409.591523,-0.665760842,0.463260079,-1.437121116,0.150683582,0.593652953,16,1,32608920,32632794,protein_coding,6252.50631,1829.059184,4499.366134,6687.262387,7753.655901,6522.550114,0.226467367550439,6,TRUE,1 - high confidence,Transferrin receptor protein 1,CD71
Tgfb1,ENSMUSG00000002603.15,ENSMUSG00000002603,115.2088074,0.205082585,0.866355308,0.236718795,0.812874953,0.970030238,7,1,25687002,25705077,protein_coding,91.1847023,208.1990096,120.8091271,34.25516157,85.66148579,136.6494294,0.0132147275978152,6,TRUE,1 - high confidence,Transforming growth factor beta-1,no
Tgfbr1,ENSMUSG00000007613.15,ENSMUSG00000007613,984.5209122,0.830862687,0.434932025,1.910327681,0.056091036,0.412932965,4,1,47353222,47414931,protein_coding,516.4231579,1780.130966,1109.361633,950.2853102,1005.089139,623.3733398,0.384120445422398,6,TRUE,1 - high confidence,TGF-beta receptor type-1,no
Tgfbr2,ENSMUSG00000032440.13,ENSMUSG00000032440,1446.638301,0.043385711,0.32882193,0.131942877,0.895029474,0.98577062,9,-1,116084293,116175360,protein_coding,1780.927983,1206.488151,1765.849623,1383.254999,1049.403145,1372.592549,0.00622412974187503,6,TRUE,1 - high confidence,TGF-beta receptor type-2,no
Tgfbr3,ENSMUSG00000029287.14,ENSMUSG00000029287,8026.195368,0.191416102,0.331945655,0.576648914,0.564176649,0.902887259,5,-1,107106570,107289629,protein_coding,5536.950435,11302.79525,8227.578423,5930.819301,9169.643945,7459.835719,0.0443664754350883,6,TRUE,1 - high confidence,Transforming growth factor beta receptor type 3,no
Tgoln1,ENSMUSG00000056429.4,ENSMUSG00000056429,6349.435382,-0.027794217,0.289330549,-0.096063885,0.923469834,0.98877226,6,-1,72608432,72617000,protein_coding,7870.097049,7582.157296,5053.714794,6256.535733,6511.191198,4747.262345,0.00490372621351212,6,TRUE,1 - high confidence,Trans-Golgi network integral membrane protein 1,no
Thbd,ENSMUSG00000074743.4,ENSMUSG00000074743,652.0196222,0.210754539,0.296286767,0.711319444,0.476886305,0.869192543,2,-1,148404466,148408188,protein_coding,722.418354,706.0235491,749.2015073,645.2229827,574.2297715,507.8373564,0.060884008246409,6,TRUE,1 - high confidence,Thrombomodulin,CD141
Thbs1,ENSMUSG00000040152.8,ENSMUSG00000040152,614.0676503,1.106625435,0.649549969,1.703680221,0.088440845,0.480477463,2,1,118111876,118127133,protein_coding,449.3579242,1376.785156,881.408051,253.9793081,379.6679831,330.1456477,0.318326978285307,6,TRUE,3 - unspecific,Thrombospondin-1,no
Thsd4,ENSMUSG00000032289.15,ENSMUSG00000032289,44.94926352,-1.453999416,1.865963851,-0.779221642,0.435849163,0.841656207,9,-1,59966931,60522046,protein_coding,54.71046783,0,51.09773719,2.852290245,26.5734645,65.95155551,0.0748652694179432,5,TRUE,1 - high confidence,Thrombospondin type-1 domain-containing protein 4,no
Thy1,ENSMUSG00000032011.5,ENSMUSG00000032011,56.02095443,0.993485924,1.77883706,0.55850305,0.576500922,0.908605093,9,1,44043384,44048579,protein_coding,10.14834467,53.61682331,0.415059131,128.8837503,5.857082186,74.700314,0.0416248331656837,6,TRUE,1 - high confidence,Thy-1 membrane glycoprotein,CD90
Tlr1,ENSMUSG00000044827.10,ENSMUSG00000044827,59.64300072,0.284568892,2.711674589,0.104942124,0.916421733,0.988607772,5,-1,64924679,64933563,protein_coding,57.05662761,0,122.2857725,0.610738603,43.16704257,0,0.00497597962939372,4,TRUE,1 - high confidence,Toll-like receptor 1,CD281
Tlr2,ENSMUSG00000027995.10,ENSMUSG00000027995,474.4657115,0.251235246,0.657770962,0.381949433,0.702498873,0.944795573,3,-1,83836272,83841767,protein_coding,552.2403483,251.2222305,941.4664945,354.9356255,473.81824,266.4530247,0.0246621503502738,6,TRUE,1 - high confidence,Toll-like receptor 2,CD282
Tlr4,ENSMUSG00000039005.13,ENSMUSG00000039005,144.7770028,0.087455488,0.534513388,0.16361702,0.870032645,0.980117403,4,1,66827584,66930284,protein_coding,118.8850026,152.0863287,152.3073178,146.2442653,195.6948103,106.984045,0.00872189938793466,6,TRUE,1 - high confidence,Toll-like receptor 4,CD284
Tlr6,ENSMUSG00000051498.6,ENSMUSG00000051498,717.0706308,1.547822393,0.785119986,1.971446939,0.048672777,0.392944314,5,-1,64952031,64960097,protein_coding,720.4940796,2042.593286,660.3507904,529.6851725,203.378319,174.0089446,0.40566899119216,6,TRUE,1 - high confidence,Toll-like receptor 6,CD286
Tm2d1,ENSMUSG00000028563.16,ENSMUSG00000028563,3321.057799,0.58366924,0.247869384,2.354745195,0.018535411,0.257092337,4,-1,98355370,98383306,protein_coding,2556.195428,4861.062034,3991.521112,3153.940865,2937.197552,2469.06865,0.589910867924281,6,TRUE,1 - high confidence,TM2 domain-containing protein 1,no
Tm2d3,ENSMUSG00000078681.10,ENSMUSG00000078681,8072.715184,0.339910647,0.198501336,1.712384677,0.086825801,0.477583186,7,1,65691169,65701913,protein_coding,6712.684803,8854.815293,10406.01762,7521.483493,6734.194705,7594.977565,0.320950971568721,6,TRUE,1 - high confidence,TM2 domain-containing protein 3,no
Tm9sf1,ENSMUSG00000002320.15,ENSMUSG00000002320,3069.718022,-0.690314738,0.255996416,-2.696579695,0.007005563,0.158523321,14,-1,55635965,55643806,protein_coding,3538.986602,2298.610569,1757.405309,2759.494191,4054.205681,3336.330214,0.79990683794732,6,TRUE,1 - high confidence,Transmembrane 9 superfamily member 1,no
Tm9sf3,ENSMUSG00000025016.11,ENSMUSG00000025016,7314.005172,0.48312877,0.238922763,2.022112771,0.043164703,0.374707477,19,-1,41210844,41263997,protein_coding,5734.944429,6026.674999,9417.716718,8700.404755,6050.177542,5386.815823,0.426307640806808,6,TRUE,1 - high confidence,Transmembrane 9 superfamily member 3,no
Tm9sf4,ENSMUSG00000068040.10,ENSMUSG00000068040,2172.569593,-0.322482772,0.205218859,-1.571409049,0.116087665,0.534188857,2,1,153161303,153210466,protein_coding,2048.397319,1964.26453,2018.782915,1904.240004,2583.071413,2687.554252,0.272305175457074,6,TRUE,1 - high confidence,Transmembrane 9 superfamily member 4,no
Tmc6,ENSMUSG00000025572.17,ENSMUSG00000025572,1215.57631,-0.640097791,0.541122752,-1.182906814,0.236846081,0.701457031,11,-1,117765988,117782198,protein_coding,2467.207809,1220.529884,525.7891544,1629.632157,1055.276763,1707.482908,0.153998927302968,6,TRUE,2 - putative,Transmembrane channel-like protein 6,no
Tmed4,ENSMUSG00000004394.12,ENSMUSG00000004394,4767.008674,0.239002901,0.26699981,0.895142589,0.37071087,0.807035051,11,-1,6270369,6274870,protein_coding,4994.993622,4663.186744,6660.656374,4343.76265,4477.958783,3722.695844,0.093107602669118,6,TRUE,1 - high confidence,Transmembrane emp24 domain-containing protein 4,no
Tmed9,ENSMUSG00000058569.8,ENSMUSG00000058569,10406.64064,0.536535661,0.305314253,1.75732268,0.078862824,0.464329311,13,1,55573732,55597697,protein_coding,9995.827083,14415.51318,10590.42788,11950.36144,5477.865369,9857.331252,0.333173900430812,6,TRUE,1 - high confidence,Transmembrane emp24 domain-containing protein 9,no
Tmem104,ENSMUSG00000045980.13,ENSMUSG00000045980,216.0627993,-0.03069588,0.737692718,-0.041610659,0.966809076,0.99432231,11,1,115187487,115247023,protein_coding,317.9963641,80.06269333,401.0298814,307.6171696,254.1502819,226.7962908,0.00247281604017681,6,TRUE,2 - putative,Transmembrane protein 104,no
Tmem106b,ENSMUSG00000029571.14,ENSMUSG00000029571,1845.182534,0.190939665,0.390376201,0.489117074,0.624758814,0.922953128,6,1,13069759,13089269,protein_coding,1344.862264,2422.530848,978.2293946,1735.944078,1578.132062,1548.544946,0.0348203539771662,6,TRUE,2 - putative,Transmembrane protein 106B,no
Tmem106c,ENSMUSG00000052369.8,ENSMUSG00000052369,3423.322298,-0.365354386,0.370357058,-0.9864923,0.323891592,0.777100754,15,1,97964200,97970275,protein_coding,3622.258369,3563.122672,1610.677487,3762.292092,3874.698877,3942.403634,0.109522669655348,6,TRUE,2 - putative,Transmembrane protein 106C,no
Tmem131,ENSMUSG00000026116.11,ENSMUSG00000026116,2155.11428,0.702085965,0.319396025,2.198167511,0.027937171,0.30963528,1,-1,36792191,36943666,protein_coding,1621.107411,3657.784289,2500.85352,1873.447348,1590.690807,1696.018003,0.50914956143748,6,TRUE,2 - putative,Transmembrane protein 131,no
Tmem132a,ENSMUSG00000024736.15,ENSMUSG00000024736,27.01628125,-5.257406742,3.132052078,-1.67858216,0.093233506,0.487615651,19,-1,10857822,10869940,protein_coding,0,0,0,4.823707914,182.4062523,5.451880824,0.311922363279556,3,TRUE,1 - high confidence,Transmembrane protein 132A,no
Tmem30a,ENSMUSG00000032328.12,ENSMUSG00000032328,3287.937692,0.291416155,0.571060913,0.510306604,0.609836677,0.918500541,9,-1,79768943,79793507,protein_coding,5307.420947,4493.900838,4376.610338,1989.379136,2099.273436,1400.578279,0.0369205835571435,6,TRUE,2 - putative,Cell cycle control protein 50A,no
Tmem62,ENSMUSG00000054484.14,ENSMUSG00000054484,264.1463886,1.497035945,0.774541189,1.932803532,0.053260405,0.404764289,2,1,120977017,121007852,protein_coding,237.2097088,608.7822415,340.9339221,210.1733679,115.9113802,50.52359041,0.392797810828289,6,TRUE,2 - putative,Transmembrane protein 62,no
Tmem63a,ENSMUSG00000026519.16,ENSMUSG00000026519,881.0961278,-0.051572887,0.337240022,-0.152926355,0.878456352,0.981776038,1,1,180942344,180975112,protein_coding,1130.158005,852.3931978,950.8006325,862.7240691,979.1787277,636.710254,0.00798757184031492,6,TRUE,2 - putative,Transmembrane protein 63A,no
Tmem63b,ENSMUSG00000036026.15,ENSMUSG00000036026,132.4229265,-0.749293553,1.669067676,-0.448929401,0.653482586,0.933546551,17,-1,45660171,45686905,protein_coding,139.430779,227.3281281,0,75.23155051,53.36770473,311.9163953,0.0298640212195997,5,TRUE,2 - putative,Transmembrane protein 63B,no
Tmem67,ENSMUSG00000049488.14,ENSMUSG00000049488,540.0897764,1.141305073,1.170156672,0.975343815,0.329389743,0.781226152,4,-1,12039355,12090020,protein_coding,372.589425,919.2091157,1240.807101,68.92824499,603.1662937,27.09286762,0.10722322688036,6,TRUE,1 - high confidence,Meckelin,no
Tmem87a,ENSMUSG00000033808.16,ENSMUSG00000033808,2651.387167,0.330416753,0.42802967,0.771948246,0.440145081,0.845293137,2,-1,120355312,120404113,protein_coding,3699.754191,3086.301988,3668.622689,2179.145877,1702.078723,1656.378171,0.0729926570803397,6,TRUE,1 - high confidence,Transmembrane protein 87A,no
Tmem87b,ENSMUSG00000014353.14,ENSMUSG00000014353,641.0458714,-0.02708092,0.701521457,-0.038603124,0.969206811,0.994422677,2,1,128818118,128854261,protein_coding,1067.368981,862.4223087,204.4255911,909.1847884,543.3138228,387.4611685,0.00242898052120672,6,TRUE,1 - high confidence,Transmembrane protein 87B,no
Tmem9,ENSMUSG00000026411.17,ENSMUSG00000026411,4192.549585,-0.157777897,0.273853649,-0.576139474,0.564520912,0.903028807,1,1,136008150,136035342,protein_coding,3050.207973,4102.523058,3601.215535,3996.673901,5314.97311,4613.015539,0.0442983952882778,6,TRUE,1 - high confidence,Transmembrane protein 9,no
Tmem9b,ENSMUSG00000031021.13,ENSMUSG00000031021,2161.869432,-0.186283934,0.396748369,-0.469526652,0.638693239,0.927527361,7,-1,109735834,109752875,protein_coding,2658.295184,1498.218797,2765.884791,1818.408177,1443.865914,2783.242072,0.0326732703317261,6,TRUE,1 - high confidence,Transmembrane protein 9B,no
Tmpo,ENSMUSG00000019961.17,ENSMUSG00000019961,7179.023907,0.347543374,0.25549548,1.360272099,0.173743834,0.630832398,10,-1,91147571,91181315,protein_coding,6002.96665,8367.787243,8306.869726,7360.913258,4748.095762,8039.92541,0.20008601047422,6,TRUE,2 - putative,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",no
Tmtc4,ENSMUSG00000041594.18,ENSMUSG00000041594,624.5575614,-0.178928987,0.514440961,-0.347812481,0.727981015,0.95041176,14,-1,122918971,122984035,protein_coding,399.8732467,875.0983731,530.6224762,384.0766916,733.8703821,881.4828022,0.0220881985502667,6,TRUE,2 - putative,Transmembrane and TPR repeat-containing protein 4,no
Tmx3,ENSMUSG00000024614.7,ENSMUSG00000024614,2464.920158,0.281766817,0.344957548,0.816815921,0.414033632,0.832418051,18,1,90510154,90543267,protein_coding,2419.097118,3737.797083,1719.434,2765.382595,2152.837694,2146.51254,0.0796585106748594,6,TRUE,1 - high confidence,Protein disulfide-isomerase TMX3,no
Tnfrsf10b,ENSMUSG00000022074.6,ENSMUSG00000022074,454.0217292,1.46460718,0.772053036,1.897029236,0.05782408,0.418160374,14,1,69767472,69784411,protein_coding,115.8899787,582.5865627,1158.029659,202.4070845,369.113475,215.1595122,0.378657124479888,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 10B,CD262
Tnfrsf18,ENSMUSG00000041954.18,ENSMUSG00000041954,2045.141497,0.767194316,0.367947891,2.085062408,0.037063636,0.350622784,4,1,156026164,156028895,protein_coding,1642.307326,2608.069227,3502.934158,1580.417819,1261.067958,1590.667281,0.455159866211494,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 18,no
Tnfrsf26,ENSMUSG00000045362.8,ENSMUSG00000045362,3642.956504,0.831115611,0.457880196,1.81513771,0.069502749,0.444807675,7,-1,143607659,143628722,protein_coding,3207.893815,6769.680727,4985.505014,2260.664611,2796.660444,1820.301894,0.351827727762798,6,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 26,no
Tnfrsf4,ENSMUSG00000029075.6,ENSMUSG00000029075,59.43950355,-0.489290475,2.711634801,-0.18044114,0.856806259,0.978310073,4,1,156013843,156016612,protein_coding,0,147.503743,1.033366118,0,30.42228892,177.4073763,0.00952347481354576,4,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 4,CD134
Tnfsf9,ENSMUSG00000035678.8,ENSMUSG00000035678,233.7161708,-0.474888421,0.676595665,-0.701879196,0.482754504,0.871692096,17,1,57105325,57107757,protein_coding,122.064884,197.2315306,210.0619138,179.9345578,203.1151217,487.2074065,0.0596368919277771,6,TRUE,2 - putative,Tumor necrosis factor ligand superfamily member 9,no
Tor1aip1,ENSMUSG00000026466.16,ENSMUSG00000026466,1387.234863,0.446437405,0.484360422,0.921704964,0.356682491,0.800404745,1,-1,156004599,156036480,protein_coding,1447.808785,2032.059475,2162.545927,753.7400947,1250.533707,908.8905774,0.0966903454216228,6,TRUE,2 - putative,Torsin-1A-interacting protein 1,no
Tor1aip2,ENSMUSG00000050565.16,ENSMUSG00000050565,4007.353073,-0.398059923,0.24153309,-1.648055437,0.099341296,0.498825405,1,1,156035403,156068861,protein_coding,3907.737396,4286.921107,3104.014158,3218.19534,4697.135753,5294.228444,0.302051436167135,6,TRUE,2 - putative,Torsin-1A-interacting protein 2,no
Tor1b,ENSMUSG00000026848.14,ENSMUSG00000026848,3845.870949,0.540218781,0.302768091,1.784265901,0.074380468,0.455443283,2,1,30952959,30959015,protein_coding,2850.91789,3538.727581,6327.370717,3834.108204,3125.122601,3394.71335,0.341565698633437,6,TRUE,3 - unspecific,Torsin-1B,no
Tor2a,ENSMUSG00000009563.16,ENSMUSG00000009563,2826.938854,-0.588714325,0.37370952,-1.575326006,0.115181214,0.5327084,2,1,32757234,32762244,protein_coding,3546.854341,2033.953399,1508.714524,3234.901716,3997.412744,2580.573277,0.273510454998753,6,TRUE,1 - high confidence,Prosalusin,no
Tor3a,ENSMUSG00000060519.11,ENSMUSG00000060519,2481.798416,0.564015447,0.603981309,0.933829306,0.35039195,0.796974087,1,-1,156653617,156674356,protein_coding,2507.927142,3869.064272,4055.917941,802.6022561,1368.244748,1992.610451,0.0985557991256732,6,TRUE,3 - unspecific,Torsin-3A,no
Tpbg,ENSMUSG00000035274.13,ENSMUSG00000035274,19.35671893,0.433237443,3.656921079,0.118470548,0.90569483,0.987598348,9,1,85842380,85847040,protein_coding,47.11380442,0,66.67163366,0,1.940343977,0,0.00541964520333352,3,TRUE,1 - high confidence,Trophoblast glycoprotein,no
Tpcn1,ENSMUSG00000032741.9,ENSMUSG00000032741,971.9809658,-0.388865331,0.466803798,-0.833038062,0.404823264,0.827611413,5,-1,120534153,120588673,protein_coding,1122.850768,1018.924854,402.8952287,1023.923473,838.8142628,1220.967626,0.0821735289188873,6,TRUE,2 - putative,Two pore calcium channel protein 1,no
Tpp1,ENSMUSG00000030894.5,ENSMUSG00000030894,5733.203767,-0.794598335,0.229444822,-3.463134745,0.000533921,0.039471015,7,-1,105744811,105752235,protein_coding,7220.851068,4564.991623,3305.05452,4692.483617,8009.653553,6422.263679,1.40372170554694,6,TRUE,3 - unspecific,Tripeptidyl-peptidase 1,no
Tpst2,ENSMUSG00000029344.14,ENSMUSG00000029344,3725.799928,-0.736922403,0.5106888,-1.442996992,0.149021319,0.591850938,5,1,112276691,112315361,protein_coding,6533.355331,2938.551732,1252.291834,4584.925127,3277.750239,4717.715678,0.227787659756129,6,TRUE,3 - unspecific,Protein-tyrosine sulfotransferase 2,no
Trap1,ENSMUSG00000005981.11,ENSMUSG00000005981,14354.77186,-0.220953357,0.178252789,-1.239550629,0.215141651,0.677587299,16,-1,4039971,4077827,protein_coding,14823.58606,13648.74452,11887.67367,14394.31203,17405.73196,14021.77033,0.169034743211457,6,TRUE,3 - unspecific,"Heat shock protein 75 kDa, mitochondrial",no
Trim28,ENSMUSG00000005566.14,ENSMUSG00000005566,11334.45537,-0.058039504,0.259063909,-0.224035468,0.822729705,0.97116214,7,1,12999114,13031035,protein_coding,10077.92656,10431.02992,10110.11345,13849.76394,10433.45408,15102.89982,0.012708256571101,6,TRUE,3 - unspecific,Transcription intermediary factor 1-beta,no
